,title,feed_type,link,description,date,image,publisher,stocks,_id,target,combined,Aspects1,Aspects2
26,"Stocks to Watch: Infosys, RIL, ONGC, Tata Motors, Coal India, IDFC First, and Others - News18",news-article,https://www.news18.com/business/markets/stocks-to-watch-infosys-ril-ongc-tata-motors-coal-india-idfc-first-and-others-8562352.html,"Stocks to watch: Shares of firms like Infosys, RIL, ONGC, Tata Motors, Coal India, IDFC First, and others will be in focus on Monday’s trade.",2023-09-04 08:18:32.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/08/untitled-design-2023-08-24t122426.836-169286010516x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}","[{'sid': 'COAL'}, {'sid': 'IDFC'}, {'sid': 'INFY'}, {'sid': 'ONGC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}]",64f54bc7bab5bedfbfadf32f,INFOSYS,"Stocks to Watch: Infosys, RIL, ONGC, Tata Motors, Coal India, IDFC First, and Others - News18 Stocks to watch: Shares of firms like Infosys, RIL, ONGC, Tata Motors, Coal India, IDFC First, and others will be in focus on Monday’s trade.",Rumors,Price Action
27,"Sensex, Nifty Trade Higher As Infosys, Axis Bank, RIL Lead: Midday Market Update",news-article,https://www.bqprime.com/markets/sensex-nifty-trade-higher-as-infosys-axis-bank-ril-lead-midday-market-update,ITC and Tata Consultancy Services were also positively adding to the change.,2023-08-30 12:26:47.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F068216ca-94c0-49ad-b186-d8a6d7425455%2FWhatsApp_Image_2023_07_10_at_10_03_44.jpg?rect=0%2C43%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'AXBK'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64eeec4e9ac9f6751594db51,INFOSYS,"Sensex, Nifty Trade Higher As Infosys, Axis Bank, RIL Lead: Midday Market Update ITC and Tata Consultancy Services were also positively adding to the change.",Coverage,Sales
28,‘Digital Transformation At The Heart Of ...’: Infosys Chairman Nandan Nilekani On Indian Economy - News18,news-article,https://www.news18.com/business/digital-transformation-at-the-heart-of-infosys-chairman-nandan-nilekani-on-indian-economy-8556729.html,"He says that because of digital infrastructure, the progress that India made in the last 9 years, was equivalent to 47 years of development.",2023-08-30 11:35:44.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/08/untitled-design-2023-08-30t113410.723-169337546616x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'INFY'}],64eedea49ac9f6751594db22,INFOSYS,"‘Digital Transformation At The Heart Of ...’: Infosys Chairman Nandan Nilekani On Indian Economy - News18 He says that because of digital infrastructure, the progress that India made in the last 9 years, was equivalent to 47 years of development.",Strategy,
29,"Once An Office Boy At Infosys With Rs 9,000 Monthly Salary, This Entrepreneur Become CEO Of Two Companies Defeating All Odds",news-article,https://zeenews.india.com/companies/once-an-office-boy-at-infosys-with-rs-9000-monthly-salary-this-entrepreneur-become-ceo-of-two-companies-defeating-all-odds-2654039.html,"Fate took an unexpected turn when Bhagat faced a car accident that altered the course of his life. Constrained by his circumstances, he chose to channel his energy into his passion for design. In 2015, he established Ninthmotion, his first venture, offering design services to a global clientele.",2023-08-27 13:14:06.000,https://pocket-image-cache.com/direct?url=http://english.cdn.zeenews.com/sites/default/files/2023/08/26/1270172-realet8-7.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/zeenews.jpeg', 'id': 'zeenews.india.com', 'name': 'Zee News'}",[{'sid': 'INFY'}],64ea88dedbe109a9d4ee43b9,INFOSYS,"Once An Office Boy At Infosys With Rs 9,000 Monthly Salary, This Entrepreneur Become CEO Of Two Companies Defeating All Odds Fate took an unexpected turn when Bhagat faced a car accident that altered the course of his life. Constrained by his circumstances, he chose to channel his energy into his passion for design. In 2015, he established Ninthmotion, his first venture, offering design services to a global clientele.",Financial,Reputation
30,Infosys onboards tennis player Iga Świątek as global brand ambassador,news-article,https://www.thehindubusinessline.com/companies/infosys-onboards-tennis-player-iga-%C5%9Bwi%C4%85tek-as-global-brand-ambassador/article67234893.ece,Infosys and Świątek will also work together to create programs to inspire and empower young women around the world,2023-08-25 19:26:29.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/news/52ze1/article67235471.ece/alternates/LANDSCAPE_1200/infosys.jfif,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'INFY'}],64e8baa0ef976d312471e007,INFOSYS,Infosys onboards tennis player Iga Świątek as global brand ambassador Infosys and Świątek will also work together to create programs to inspire and empower young women around the world,Strategy,
31,"After Nadal, Infosys signs tennis world no. 1 Iga Świątek as brand ambassador",news-article,https://economictimes.indiatimes.com/tech/information-tech/after-nadal-infosys-signs-tennis-world-no-1-iga-witek-as-brand-ambassador/articleshow/103059449.cms,The Bengaluru-based firm will now work with Świąteks team to build an advanced data analytics and video dashboard powered by artificial intelligence (AI) to aid her training and match strategy as a part of their multi-year collaboration.,2023-08-25 15:47:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-103059392,width-1070,height-580,imgsize-55888,overlay-ettech/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'INFY'}],64e88a67ef976d312471de5a,INFOSYS,"After Nadal, Infosys signs tennis world no. 1 Iga Świątek as brand ambassador The Bengaluru-based firm will now work with Świąteks team to build an advanced data analytics and video dashboard powered by artificial intelligence (AI) to aid her training and match strategy as a part of their multi-year collaboration.",Strategy,
32,Technology is the key driver for change: Infosys cofounder Kris Gopalakrishnan,news-article,https://economictimes.indiatimes.com/tech/technology/technology-is-the-key-driver-for-change-infosys-cofounder-kris-gopalakrishnan/articleshow/103055595.cms,Gopalakrishnan said collaboration on technology- enabled cancer research is an example of how deep learning can be utilised for doing societal good.,2023-08-25 14:23:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-103055545,width-1070,height-580,imgsize-71858,overlay-ettech/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'INFY'}],64e87c60ef976d312471dde6,INFOSYS,Technology is the key driver for change: Infosys cofounder Kris Gopalakrishnan Gopalakrishnan said collaboration on technology- enabled cancer research is an example of how deep learning can be utilised for doing societal good.,Strategy,
33,"Day trading guide for August 25, 2023: Intraday supports, resistances for Nifty50 stocks",news-article,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-august-25/article67230694.ece,"The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as…",2023-08-25 06:03:00.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/4rchx1/article67231022.ece/alternates/LANDSCAPE_1200/PO06_Market_chart.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'IDTI'}, {'sid': 'HDBK'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'RELI'}, {'sid': 'SBI'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64e7fc85ef976d312471da11,INFOSYS,"Day trading guide for August 25, 2023: Intraday supports, resistances for Nifty50 stocks The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as…",Price Action,Technical Analysis
34,Tennis icon Rafael Nadal is Infosys’ brand ambassador,news-article,https://www.thehindu.com/business/tennis-icon-rafael-nadal-is-infosys-brand-ambassador/article67232296.ece,"Infosys partners with tennis icon Rafael Nadal as brand ambassador to revolutionise tennis experience for a billion fans globally. Leveraging AI, cloud, data analytics and digital experiences, Infosys has created video and stats analysis platforms for players and coaches, AI-assisted journalism plat…",2023-08-24 21:52:06.000,https://www.thehindu.com/theme/images/og-image.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'INFY'}],64e787c6ef976d312471d8b2,INFOSYS,"Tennis icon Rafael Nadal is Infosys’ brand ambassador Infosys partners with tennis icon Rafael Nadal as brand ambassador to revolutionise tennis experience for a billion fans globally. Leveraging AI, cloud, data analytics and digital experiences, Infosys has created video and stats analysis platforms for players and coaches, AI-assisted journalism plat…",Strategy,
35,Infosys signs three-year partnership with Rafael Nadal for AI-powered match analysis tool,news-article,https://economictimes.indiatimes.com/tech/information-tech/infosys-signs-three-year-partnership-with-rafael-nadal-for-ai-powered-match-analysis-tool/videoshow/103026252.cms,Infosys has signed a three-year partnership with Spanish tennis player Rafael Nadal and are jointly developing an artificial intelligence (AI) tool to mark the collaboration. India’s second largest IT company and Nadal’s coaching team are developing an AI-powered match analysis tool. This personaliz…,2023-08-24 17:24:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-103026252,width-1070,height-580,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'INFY'}],64e75557ef976d312471d6d4,INFOSYS,Infosys signs three-year partnership with Rafael Nadal for AI-powered match analysis tool Infosys has signed a three-year partnership with Spanish tennis player Rafael Nadal and are jointly developing an artificial intelligence (AI) tool to mark the collaboration. India’s second largest IT company and Nadal’s coaching team are developing an AI-powered match analysis tool. This personaliz…,Strategy,
36,Tennis Icon Rafael Nadal Joins Infosys As Global Brand Ambassador - News18,news-article,https://www.news18.com/business/rafael-nadal-joins-infosys-as-global-brand-ambassador-8548865.html,Infosys has signed a three-year partnership with tennis icon Rafael Nadal; it has roped in Nadal as its global brand ambassador,2023-08-24 16:43:09.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/08/infosys-rafael-nadal-169287482916x9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'INFY'}],64e73bc4ef976d312471d5f6,INFOSYS,Tennis Icon Rafael Nadal Joins Infosys As Global Brand Ambassador - News18 Infosys has signed a three-year partnership with tennis icon Rafael Nadal; it has roped in Nadal as its global brand ambassador,Sales,Strategy
37,Infosys signs tennis legend Rafael Nadal as brand ambassador,news-article,https://economictimes.indiatimes.com/tech/information-tech/infosys-signs-tennis-legend-rafael-nadal-as-brand-ambassador/articleshow/103023136.cms,"The Bengaluru-based company and Nadals coaching team are developing an AI-powered match analysis tool. This personalised tool will be available in real time to Nadals coaching team to simultaneously track insights from his live matches, when he is back on tour, along with historical data from his ea…",2023-08-24 16:17:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-103023095,width-1070,height-580,imgsize-74386,overlay-ettech/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'INFY'}],64e73ff5ef976d312471d615,INFOSYS,"Infosys signs tennis legend Rafael Nadal as brand ambassador The Bengaluru-based company and Nadals coaching team are developing an AI-powered match analysis tool. This personalised tool will be available in real time to Nadals coaching team to simultaneously track insights from his live matches, when he is back on tour, along with historical data from his ea…",Strategy,
38,Infosys Onboards Rafael Nadal As Ambassador For Three Years,news-article,https://www.freepressjournal.in/business/infosys-onboards-rafael-nadal-as-ambassador-for-three-years,"Other innovations, from Infosys, for the tennis ecosystem include explorations in the digital universe including mixed reality, social VR and 3D art museums to expand the history, and heritage of tennis to fans globally.",2023-08-24 16:16:50.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/freepressjournal/2023-08/2862ddae-7419-4589-8721-9d573bb2dcb9/Untitled_design___2023_08_24T161418_947.jpg?rect=0%2C0%2C3900%2C2048&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'}",[{'sid': 'INFY'}],64e739d0ef976d312471d5e1,INFOSYS,"Infosys Onboards Rafael Nadal As Ambassador For Three Years Other innovations, from Infosys, for the tennis ecosystem include explorations in the digital universe including mixed reality, social VR and 3D art museums to expand the history, and heritage of tennis to fans globally.",Strategy,
39,Taking Stock: Market squanders opening gains to end near day’s low; IT shines,news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-market-squanders-opening-gains-to-end-near-days-low-it-shines-11251461.html,"Top Nifty losers included Reliance Industries, Grasim Industries, ONGC, Power Grid Corp and JSW Steel, while gainers were BPCL, Asian Paints, IndusInd Bank, Infosys and Britannia Industries",2023-08-24 15:46:07.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/sensex_nifty_sensexdown-4-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ASPN'}, {'sid': 'BRIT'}, {'sid': 'BPCL'}, {'sid': 'GRAS'}, {'sid': 'IDTI'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'ONGC'}, {'sid': 'RELI'}, {'sid': '.NSEI'}]",64e73384ef976d312471d5c2,INFOSYS,"Taking Stock: Market squanders opening gains to end near day’s low; IT shines Top Nifty losers included Reliance Industries, Grasim Industries, ONGC, Power Grid Corp and JSW Steel, while gainers were BPCL, Asian Paints, IndusInd Bank, Infosys and Britannia Industries",Price Action,Financial
40,Taking Stock: Market squanders opening gains to end near day’s low; IT shines,news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-market-squanders-opening-gains-to-end-near-days-low-it-shines-11251461.html,"Top Nifty losers included Reliance Industries, Grasim Industries, ONGC, Power Grid Corp and JSW Steel, while gainers were BPCL, Asian Paints, IndusInd Bank, Infosys and Britannia Industries",2023-08-24 15:46:07.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/sensex_nifty_sensexdown-4-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ASPN'}, {'sid': 'BRIT'}, {'sid': 'BPCL'}, {'sid': 'GRAS'}, {'sid': 'IDTI'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'ONGC'}, {'sid': 'RELI'}, {'sid': '.NSEI'}]",64e73384ef976d312471d5c2,BRITTANIA,"Taking Stock: Market squanders opening gains to end near day’s low; IT shines Top Nifty losers included Reliance Industries, Grasim Industries, ONGC, Power Grid Corp and JSW Steel, while gainers were BPCL, Asian Paints, IndusInd Bank, Infosys and Britannia Industries",Price Action,Financial
41,"Taking Stock: Nifty around 19,400; Sensex up 267 points; power, realty and metals shine",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-nifty-around-19400-sensex-up-267-points-power-realty-and-metals-shine-11230311.html,"Top gainers on the Nifty were Bajaj Finance, Adani Ports, Power Grid Corp, Adani Enterprises and Hindalco Industries, while losers included Reliance Industries, M&M, Britannia Industries, SBI Life Insurance and BPCL",2023-08-21 15:43:30.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/WhatsApp-Image-2023-06-05-at-5.44.33-PM-2-770x433.jpeg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APSE'}, {'sid': 'ADEL'}, {'sid': 'BJFN'}, {'sid': 'BRIT'}, {'sid': 'BPCL'}, {'sid': 'HALC'}, {'sid': 'IDTI'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'RELI'}, {'sid': 'SBIL'}, {'sid': '.NSEI'}]",64e33f09f2693c46dad4a4f3,BRITTANIA,"Taking Stock: Nifty around 19,400; Sensex up 267 points; power, realty and metals shine Top gainers on the Nifty were Bajaj Finance, Adani Ports, Power Grid Corp, Adani Enterprises and Hindalco Industries, while losers included Reliance Industries, M&M, Britannia Industries, SBI Life Insurance and BPCL",Financial,Price Action
42,Britannia Industries - Payoff On Massive Investments Could Be Immense In The Medium Term: Nirmal Bang,news-article,https://www.bqprime.com/research-reports/britannia-industries-payoff-on-massive-investments-could-be-immense-in-the-medium-term-nirmal-bang,The company has consistently been in the top quartile among fmcg peers on all key parameters.,2023-08-18 23:59:00.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-05%2Faeb76000-df70-4946-a178-673e4c6fd4b7%2Frohan_verma_Ftejqt7xHDw_unsplash.jpg?rect=0%2C143%2C1844%2C968&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'BRIT'}],64dfbc01fe5e5e5b7f97620d,BRITTANIA,Britannia Industries - Payoff On Massive Investments Could Be Immense In The Medium Term: Nirmal Bang The company has consistently been in the top quartile among fmcg peers on all key parameters.,Financial,
43,Deutsche Bank’s Go Airlines loans settled out of court,news-article,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/deutsche-banks-go-airlines-loans-settled-out-of-court/articleshow/102702997.cms,"ET first reported on May 12 that Deutsche Bank provided the Mauritius-based Wadia Group company $300 million in 2021 and 2022 by creating charge on the bank account of Britannia Industries parent in London. During the same period, the company created $190 million fixed deposits that were used as sec…",2023-08-14 09:08:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102703006,width-1070,height-580,imgsize-134918,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'BRIT'}],64d93630973496fcc0fe868b,BRITTANIA,"Deutsche Bank’s Go Airlines loans settled out of court ET first reported on May 12 that Deutsche Bank provided the Mauritius-based Wadia Group company $300 million in 2021 and 2022 by creating charge on the bank account of Britannia Industries parent in London. During the same period, the company created $190 million fixed deposits that were used as sec…",Conditions,Reputation
44,Trade setup for Monday: Top 15 things to know before the opening bell,news-article,https://www.moneycontrol.com/news/business/markets/trade-setup-for-monday-top-15-things-to-know-before-the-opening-bell-54-11171721.html,"A short build-up was seen in 66 stocks, including Apollo Tyres, Max Financial Services, Britannia Industries, Info Edge India, and Laurus Labs. An increase in OI along with a fall in price points to a build-up of short positions.",2023-08-13 18:45:08.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Stock-4-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLO'}, {'sid': 'BRIT'}, {'sid': 'LAUL'}, {'sid': 'MAXI'}, {'sid': 'INED'}]",64d924ae973496fcc0fe864d,BRITTANIA,"Trade setup for Monday: Top 15 things to know before the opening bell A short build-up was seen in 66 stocks, including Apollo Tyres, Max Financial Services, Britannia Industries, Info Edge India, and Laurus Labs. An increase in OI along with a fall in price points to a build-up of short positions.",Price Action,
45,Buy Britannia Industries; target of Rs 5110: Axis Securities,news-article,https://www.moneycontrol.com/news/business/stocks/buy-britannia-industries-target-of-rs-5110-axis-securities-11134361.html,Axis Securities is bullish on Britannia Industries has recommended buy rating on the stock with a target price of Rs 5110 in its research report dated August 08 2023.,2023-08-10 17:57:45.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Buy_1280x720_5-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'BRIT'}],64d4ddfca5cfe86dc38a3de0,BRITTANIA,Buy Britannia Industries; target of Rs 5110: Axis Securities Axis Securities is bullish on Britannia Industries has recommended buy rating on the stock with a target price of Rs 5110 in its research report dated August 08 2023.,Price Action,
46,Hold Britannia Industries; target of Rs 4500: Prabhudas Lilladher,news-article,https://www.moneycontrol.com/news/business/stocks/hold-britannia-industries-target-of-rs-4500-prabhudas-lilladher-11134581.html,"Prabhudas Lilladher recommended hold rating on Britannia Industries with a target price of Rs 4500 in its research report dated August 07, 2023.",2023-08-10 17:30:30.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Hold-2-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'BRIT'}],64d4d6f2a5cfe86dc38a3d9b,BRITTANIA,"Hold Britannia Industries; target of Rs 4500: Prabhudas Lilladher Prabhudas Lilladher recommended hold rating on Britannia Industries with a target price of Rs 4500 in its research report dated August 07, 2023.",Price Action,Technical Analysis
47,Buy Britannia Industries; target of Rs 5415: Sharekhan,news-article,https://www.moneycontrol.com/news/business/stocks/buy-britannia-industries-target-of-rs-5415-sharekhan-11134851.html,"Sharekhan is bullish on Britannia Industries has recommended buy rating on the stock with a target price of Rs 5415 in its research report dated August 07, 2023.",2023-08-10 16:42:12.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Buy_1280x720_1-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'BRIT'}],64d4cb25a5cfe86dc38a3d27,BRITTANIA,"Buy Britannia Industries; target of Rs 5415: Sharekhan Sharekhan is bullish on Britannia Industries has recommended buy rating on the stock with a target price of Rs 5415 in its research report dated August 07, 2023.",Price Action,Coverage
48,Neutral Britannia Industries; target of Rs 4600: Motilal Oswal,news-article,https://www.moneycontrol.com/news/business/stocks/neutral-britannia-industries-target-of-rs-4600-motilal-oswal-3-11136611.html,"Motilal Oswal recommended Neutral rating on Britannia Industries with a target price of Rs 4600 in its research report dated August 07, 2023.",2023-08-10 14:39:25.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/06/neutral2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'BRIT'}, {'sid': 'MOFS'}]",64d4af10a5cfe86dc38a3c0f,BRITTANIA,"Neutral Britannia Industries; target of Rs 4600: Motilal Oswal Motilal Oswal recommended Neutral rating on Britannia Industries with a target price of Rs 4600 in its research report dated August 07, 2023.",Price Action,Financial
49,FMCG companies fight for market share with ‘agile’ small peers,news-article,https://economictimes.indiatimes.com/industry/cons-products/fmcg/fmcg-companies-fight-for-market-share-with-agile-small-peers/articleshow/102582976.cms,"Smaller local players in India, such as Parle, Britannia and Hindustan Unilever, have entered the biscuit, tea, detergent, oil and snacking sectors, nibbling away at larger companies’ market shares as the price of raw materials has lowered. During deflationary times, regional rivals give more value …",2023-08-10 00:22:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102583143,width-1070,height-580,imgsize-2968629,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'BRIT'}, {'sid': 'HLL'}]",64d3e61fa5cfe86dc38a37ca,BRITTANIA,"FMCG companies fight for market share with ‘agile’ small peers Smaller local players in India, such as Parle, Britannia and Hindustan Unilever, have entered the biscuit, tea, detergent, oil and snacking sectors, nibbling away at larger companies’ market shares as the price of raw materials has lowered. During deflationary times, regional rivals give more value …",Price Action,Market
50,Buy Britannia Industries; target of Rs 5550: Emkay Global Financial,news-article,https://www.moneycontrol.com/news/business/stocks/buy-britannia-industries-target-of-rs-5550-emkay-global-financial-11127251.html,"Emkay Global Financial is bullish on Britannia Industries has recommended buy rating on the stock with a target price of Rs 5550 in its research report dated August 06, 2023.",2023-08-09 14:14:49.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Buy_1280x720_1-770x433.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'BRIT'}, {'sid': 'EMKS'}]",64d3567ea5cfe86dc38a336c,BRITTANIA,"Buy Britannia Industries; target of Rs 5550: Emkay Global Financial Emkay Global Financial is bullish on Britannia Industries has recommended buy rating on the stock with a target price of Rs 5550 in its research report dated August 06, 2023.",Price Action,
51,"Results Review for Britannia Industries, Godrej Consumers, Balkrishna Industries",news-article,https://in.investing.com/analysis/results-review-for-britannia-industries-godrej-consumers-balkrishna-industries-200593890,"Results Review for Britannia Industries, Godrej Consumers, Balkrishna Industries",2023-08-08 11:44:00.000,https://pocket-image-cache.com/direct?url=http://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}","[{'sid': 'BLKI'}, {'sid': 'BRIT'}]",64d1df29a5cfe86dc38a2928,BRITTANIA,"Results Review for Britannia Industries, Godrej Consumers, Balkrishna Industries Results Review for Britannia Industries, Godrej Consumers, Balkrishna Industries",Risks,Sales
52,"Britannia Q1 Results Review - Mixed Demand, Competition To Curtail Margins: Prabhudas Lilladher",news-article,https://www.bqprime.com/research-reports/britannia-q1-results-review-mixed-demand-competition-to-curtail-margins-prabhudas-lilladher,"Wheat prices, ad-spends, pricing actions to curtail margin expansion in FY24.",2023-08-08 08:56:27.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-10%2F9148c5d1-5faf-4e74-8701-d908c0abf71e%2FBritannia_biscuits_in_a_store___Photo_Kaushik_Vaidya_Source_BQ_Prime_.jpeg?rect=0%2C139%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'BRIT'}],64d1b643a5cfe86dc38a2778,BRITTANIA,"Britannia Q1 Results Review - Mixed Demand, Competition To Curtail Margins: Prabhudas Lilladher Wheat prices, ad-spends, pricing actions to curtail margin expansion in FY24.",Dividend Policy,
